EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2021;52Z23;Atención Primaria Sector Zaragoza II;Atención Primaria Sector Zaragoza II
2021;52Z3;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2021;52Z31;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2021;52Z32;Hospital Clínico Universitario Lozano Bl;Hospital Clínico Universitario Lozano Bl
2021;52Z33;H.Geriático San Jorge de Zaragoza;H.Geriático San Jorge de Zaragoza
2021;52Z34;C.R.P. Nuestra Señora del Pilar;C.R.P. Nuestra Señora del Pilar
2021;52Z35;Atención Primaria Sector Zaragoza III;Atención Primaria Sector Zaragoza III
2021;5200;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2021;52000;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2021;5201;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2021;52010;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2021;5205;Ctro. Gestión Integrada Proyectos Corp.;Ctro. Gestión Integrada Proyectos Corp.
2021;52050;Ctro. Gestión Integrada Proyectos Corp.;Ctro. Gestión Integrada Proyectos Corp.
2021;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2021;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2021;5209;Liquidación CASAR;
2021;52090;Liquidación CASAR;Liquidación CASAR
2021;53;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2021;53AAA;Acción concertada Plazas Mayores Huesca;Acción concertada Plazas Mayores Huesca
2021;53AAB;Acción concertada Plazas Mayores Teruel;Acción concertada Plazas Mayores Teruel
2021;53AAC;Acción concertada Plazas Mayores Zaragoz;Acción concertada Plazas Mayores Zaragoz
2021;53AB;Residencias;Residencias
2021;53ABA;Residencia de Mayores Ciudad de Huesca;Residencia de Mayores Ciudad de Huesca
2021;53ABB;Res.Mayores Sagrada Familia-Huesca;Res.Mayores Sagrada Familia-Huesca
2021;53ABC;Res.Mayores San Blas-Huesca;Res.Mayores San Blas-Huesca
2021;53ABD;Res.Mayores Turia-Teruel;Res.Mayores Turia-Teruel
2021;53ABE;Residencia de Utrillas;Residencia de Utrillas
2021;53ABF;Residencia de Mayores Ciudad de Albarra;Residencia de Mayores Ciudad de Albarra
2021;53ABG;Res. de Mayores Javalambre Teruel;Res. de Mayores Javalambre Teruel
2021;53ABH;Res. de Mayores  de Movera;Res. de Mayores  de Movera
2021;53ABI;Res. de Mayores  de Borja;Res. de Mayores  de Borja
2021;53ABJ;Res. Mayores Romareda Zaragoza;Res. Mayores Romareda Zaragoza
2021;53ABK;Res. de Mayores de Alagon;Res. de Mayores de Alagon
2021;53ABL;Res. de Mayores Las Fuentes Zaragoza;Res. de Mayores Las Fuentes Zaragoza
2021;53ABM;Centro Asistencial de Calatayud;Centro Asistencial de Calatayud
2021;53ABN;Centro Asistencial Hogar Doz Tarazona;Centro Asistencial Hogar Doz Tarazona
2021;53ABO;Res. Mayores Actur de Zaragoza;Res. Mayores Actur de Zaragoza
2021;53ABP;Res. Mayores Oliver Zaragoza;Res. Mayores Oliver Zaragoza
2021;53ABQ;Res. Mayores Elías Martinez Zaragoza;Res. Mayores Elías Martinez Zaragoza
2021;53ABR;Res. de Mayores de Utebo;Res. de Mayores de Utebo
2021;53ABS;Res. de Mayores Delicias - Zaragoza;Res. de Mayores Delicias - Zaragoza
2021;53ACA;Centro Día en Res. Ciudad de Huesca;Centro Día en Res. Ciudad de Huesca
2021;53ACB;Centro Dia Res. Sagr.Familia Huesca;Centro Dia Res. Sagr.Familia Huesca
2021;53ACC;Centro de Dia de Fraga;Centro de Dia de Fraga
2021;53ACD;Centro Dia en Res.Romareda Zaragoza;Centro Dia en Res.Romareda Zaragoza
2021;53ACE;Centro Dia Res Las Fuentes Zaragoza;Centro Dia Res Las Fuentes Zaragoza
2021;53ACF;Centro de Dia de Calatayud;Centro de Dia de Calatayud
2021;53ACG;Hogar 3ª Edad de Ejea de los Caballeros;Hogar 3ª Edad de Ejea de los Caballeros
2021;53ACH;Centro de Día Barrio San José Zaragoza;Centro de Día Barrio San José Zaragoza
2021;53ACI;Centro de Dia San Blas Zaragoza;Centro de Dia San Blas Zaragoza
2021;53ACJ;Centro de Dia Delicias de Zaragoza;Centro de Dia Delicias de Zaragoza
2021;53ACK;Centro de Dia Picarral de Zaragoza;Centro de Dia Picarral de Zaragoza
2021;53ACL;Centro de Dia Valdefierro Zaragoza;Centro de Dia Valdefierro Zaragoza
2021;53ACM;C. Día y Usos Cultur. Casa Aísa, Huesca;C. Día y Usos Cultur. Casa Aísa, Huesca
2021;53ACN;C. Día y Usos Cultur. Casa Aísa, Huesca;C. Día y Usos Cultur. Casa Aísa, Huesca
2021;53ACO;Centro de Día San León - Teruel;Centro de Día San León - Teruel
2021;53AD;IASS - Centro Mayores (Hogares);IASS - Centro Mayores (Hogares)
2021;53ADA;Hogar de Barbastro;Hogar de Barbastro
2021;53ADB;Hogar de Binefar;Hogar de Binefar
2021;53ADC;Hogar de Huesca;Hogar de Huesca
2021;53ADD;Hogar de Jaca;Hogar de Jaca
2021;53ADE;Hogar de  Monzón;Hogar de  Monzón
2021;53ADF;Hogar de Sabiñánigo;Hogar de Sabiñánigo
2021;53ADG;Hogar en Res. Mayores Turia Teruel;Hogar en Res. Mayores Turia Teruel
2021;53ADH;Hogar en Res. Mayores Utrillas;Hogar en Res. Mayores Utrillas
2021;53ADI;Hogar de Alcañiz;Hogar de Alcañiz
2021;53ADJ;Hogar de Andorra;Hogar de Andorra
2021;53ADK;Hogar de Calamocha;Hogar de Calamocha
2021;53ADL;Hogar de Calanda;Hogar de Calanda
2021;53ADM;Hogar de Ojos Negros;Hogar de Ojos Negros
2021;53ADN;Hogar Torrecilla de Alcañiz;Hogar Torrecilla de Alcañiz
2021;53ADO;Hogar Balsas de Ebro Viejo Zaragoza;Hogar Balsas de Ebro Viejo Zaragoza
2021;53ADP;Hogar Boterón de Zaragoza;Hogar Boterón de Zaragoza
2021;53ADQ;Club de Casetas;Club de Casetas
2021;53ADR;Club Cervantes de Gallur;Club Cervantes de Gallur
2021;53ADS;Hogar de Illueca;Hogar de Illueca
2021;53ADT;Hogar Las Fuentes-Zaragoza;Hogar Las Fuentes-Zaragoza
2021;53ADU;Hogar Roger de Flor de Zaragoza;Hogar Roger de Flor de Zaragoza
2021;53ADV;Hogar de la Tercera Edad Moncayo;Hogar de la Tercera Edad Moncayo
2021;53ADW;Hogar de Mayores Valdefierro - Zaragoza;Hogar de Mayores Valdefierro - Zaragoza
2021;53ADX;Comedor Personas Mayores San Blas de Fonz (Huesca);Comedor Personas Mayores San Blas de Fonz (Huesca)
2021;53AFA;Aulas de Tercera Edad;Aulas de Tercera Edad
2021;53AHA;Gastos Varios de Mayores de Huesca;Gastos Varios de Mayores de Huesca
2021;53AHB;Gastos Varios de Mayores de Teruel;Gastos Varios de Mayores de Teruel
2021;53AHC;Gastos Varios de Mayores de Zaragoza;Gastos Varios de Mayores de Zaragoza
2021;53AHD;Gastos Varios de Mayores en Gerencia;Gastos Varios de Mayores en Gerencia
2021;53AIA;Convenios y Subv. de Mayores Huesca;Convenios y Subv. de Mayores Huesca
2021;53AIB;Convenios y Subv. de Mayores de Teruel;Convenios y Subv. de Mayores de Teruel
2021;53AIC;Convenios y Subv. de Mayores de Zaragoza;Convenios y Subv. de Mayores de Zaragoza
2021;53AID;Convenios y Subv. de Mayores de Gerencia;Convenios y Subv. de Mayores de Gerencia
2021;53AJA;Prestaciones de Mayores de Huesca;Prestaciones de Mayores de Huesca
2021;53AJB;Prestaciones de Mayores de Teruel;Prestaciones de Mayores de Teruel
2021;53AJC;Prestaciones de Mayores de Zaragoza;Prestaciones de Mayores de Zaragoza
2021;53AJD;Ayudas Alimenticias;Ayudas Alimenticias
2021;53AJE;Prestaciones Extraordinarias;Prestaciones Extraordinarias
2021;53AJF;Prestaciones Plan Dependencia - Huesca;Prestaciones Plan Dependencia - Huesca
2021;53AJG;Prestaciones Plan Dependencia - Teruel;Prestaciones Plan Dependencia - Teruel
2021;53AJH;Prestaciones Plan Dependencia - Zaragoza;Prestaciones Plan Dependencia - Zaragoza
2021;53BAA;Acción Concertada Discapacitados Huesca;Acción Concertada Discapacitados Huesca
2021;53BAB;Acción Concertada Discapacitados Teruel;Acción Concertada Discapacitados Teruel
2021;53BAC;Ac.Concertada Dispacitados Zaragoza;Ac.Concertada Dispacitados Zaragoza
2021;53BAD;Ac.Concertada Transf.Dip.Prov. de Zarago;Ac.Concertada Transf.Dip.Prov. de Zarago
2021;53BAE;Acción Concertada Tutelados en Huesca;Acción Concertada Tutelados en Huesca
2021;53BAF;Acción Concertada Tutelados en Teruel;Acción Concertada Tutelados en Teruel
2021;53BAG;Acción Concertada Tutelados en Zaragoza;Acción Concertada Tutelados en Zaragoza
2021;53BAH;Acción Concertada Tutelados en Gerencia;Acción Concertada Tutelados en Gerencia
2021;53BB;Centro Asistencial;Centro Asistencial
2021;53BBA;Centro Asistencial El Pinar  de Teruel;Centro Asistencial El Pinar  de Teruel
2021;53BBB;Centro Atención Minus.Psíquicos de Zarag;Centro Atención Minus.Psíquicos de Zarag
2021;53BBC;Centro Dependientes Cesaraugusta Zaragoz;Centro Dependientes Cesaraugusta Zaragoz
2021;53BEA;Centro Base Huesca;Centro Base Huesca
2021;53BEB;Centro Base Teruel;Centro Base Teruel
2021;53BEC;Centro Base I de Zaragoza;Centro Base I de Zaragoza
2021;53BED;Centro Base II de Zaragoza;Centro Base II de Zaragoza
2021;53BHA;Gastos Varios Dispacitados Huesca;Gastos Varios Dispacitados Huesca
2021;53BHB;Gastos Varios Dispacitados Teruel;Gastos Varios Dispacitados Teruel
2021;53BHC;Gastos Varios Dispacitados Zaragoza;Gastos Varios Dispacitados Zaragoza
2021;53BHD;Gastos Varios Dispacitados Gerencia;Gastos Varios Dispacitados Gerencia
2021;53BHE;Gastos Varios Tutelados en Huesca;Gastos Varios Tutelados en Huesca
2021;53BHF;Gastos Varios Tutelados en Teruel;Gastos Varios Tutelados en Teruel
2021;53BHG;Gastos Varios Tutelados en Zaragoza;Gastos Varios Tutelados en Zaragoza
2021;53BHH;Gastos Varios Tutelados en Gerencia;Gastos Varios Tutelados en Gerencia
2021;53BIA;Convenios y Subv. Discapacitados Huesca;Convenios y Subv. Discapacitados Huesca
2021;53BIB;Convenios y Subv. Discapacitados Teruel;Convenios y Subv. Discapacitados Teruel
2021;53BIC;Convenios y Subv. Discapacitados Zaragoz;Convenios y Subv. Discapacitados Zaragoz
2021;53BID;Convenios y Subv. Discapacitados Gerenci;Convenios y Subv. Discapacitados Gerenci
2021;53BIE;Convenios y Subv. de Tutelados en Huesca;Convenios y Subv. de Tutelados en Huesca
2021;53BIF;Convenios y Subv. de Tutelados en Teruel;Convenios y Subv. de Tutelados en Teruel
2021;53BIG;Convenios y Subv. de Tutelados en Zarago;Convenios y Subv. de Tutelados en Zarago
2021;53BIH;Convenios y Subv. de Tutelados en Gerenc;Convenios y Subv. de Tutelados en Gerenc
2021;53BJA;Prestaciones Dispacitados de Huesca;Prestaciones Dispacitados de Huesca
2021;53BJB;Prestaciones Dispacitados de Teruel;Prestaciones Dispacitados de Teruel
2021;53BJC;Prestaciones Dispacitados de Zaragoza;Prestaciones Dispacitados de Zaragoza
2021;53CAA;Acción Concertada Plazas Menores Huesca;Acción Concertada Plazas Menores Huesca
2021;53CAB;Acción Concertada Plazas Menores Teruel;Acción Concertada Plazas Menores Teruel
2021;53CAC;Acción Concertada Plazas Menores Zaragoz;Acción Concertada Plazas Menores Zaragoz
2021;53CAD;Acción Concertada Plazas Menores Gerenci;Acción Concertada Plazas Menores Gerenci
2021;53CB;Menores- Centros Propios;Menores- Centros Propios
2021;53CBA;Vivienda Tutelada de Huesca;Vivienda Tutelada de Huesca
2021;53CBB;Vivienda Tutelada de Teruel;Vivienda Tutelada de Teruel
2021;53CBC;COA Juan Lanuza I de Zaragoza;COA Juan Lanuza I de Zaragoza
2021;53CBD;Res. Menores  Cesaraugusta de Zaragoza;Res. Menores  Cesaraugusta de Zaragoza
2021;53CBE;Res. Menores  Infanta Isabel de Zarago;Res. Menores  Infanta Isabel de Zarago
2021;53CBF;C.O.A. Juan Lanuza II de Zaragoza;C.O.A. Juan Lanuza II de Zaragoza
2021;53CBG;Res. de Menores Salduba de Zaragoza;Res. de Menores Salduba de Zaragoza
2021;53CBH;Piso Prep. Adop. Medina Albaida Zaragoza;Piso Prep. Adop. Medina Albaida Zaragoza
2021;53CBI;C.E.I. San Jorge de Zaragoza;C.E.I. San Jorge de Zaragoza
2021;53CBJ;Centro Internamiento Menores  Juslibol;Centro Internamiento Menores  Juslibol
2021;53CBK;Res. Menores Villacampa de Zaragoza;Res. Menores Villacampa de Zaragoza
2021;53CBL;Vivienda Hogar  L. Loste de Huesca;Vivienda Hogar  L. Loste de Huesca
2021;53CBM;Piso de Emancipación - Teruel;Piso de Emancipación - Teruel
2021;53CBN;Escuelas Taller - Talleres de Empleo;Escuelas Taller - Talleres de Empleo
2021;53CBO;Casa de Acogida III;Casa de Acogida III
2021;53CBP;Casa de Acogida IV;Casa de Acogida IV
2021;53CBQ;Piso Tutelado Menores - Teruel;Piso Tutelado Menores - Teruel
2021;53CBR;Hogar Infantil Casco Histórico Zaragoza;Hogar Infantil Casco Histórico Zaragoza
2021;53CBS;Hogar Infantil Romareda Zaragoza;Hogar Infantil Romareda Zaragoza
2021;53CBT;Piso Tutelado de Menores Centro Zaragoza;Piso Tutelado de Menores Centro Zaragoza
2021;53CBU;Piso Tutelado de Menores Actur Zaragoza;Piso Tutelado de Menores Actur Zaragoza
2021;53CBV;Piso Tutelado de Menores Picarral Zaragoza;Piso Tutelado de Menores Picarral Zaragoza
2021;53CGA;Supervia/Lagasca de Zaragoza;Supervia/Lagasca de Zaragoza
2021;53CHA;Gastos Varios  de Menores de Huesca;Gastos Varios  de Menores de Huesca
2021;53CHB;Gastos Varios  de Menores de Teruel;Gastos Varios  de Menores de Teruel
2021;53CHC;Gastos Varios  de Menores de Zaragoza;Gastos Varios  de Menores de Zaragoza
2021;53CHD;Gastos Varios  de Menores de Gerencia;Gastos Varios  de Menores de Gerencia
2021;53CIA;Convenios y Subv. Menores de Huesca;Convenios y Subv. Menores de Huesca
2021;53CIB;Convenios y Subv. Menores de Teruel;Convenios y Subv. Menores de Teruel
2021;53CIC;Convenios y Subv. Menores de Zaragoza;Convenios y Subv. Menores de Zaragoza
2021;53CID;Convenios y Subv. Menores de Gerencia;Convenios y Subv. Menores de Gerencia
2021;53CJA;Acogimientos  Remunerados de Huesca;Acogimientos  Remunerados de Huesca
2021;53CJB;Acogimientos  Remunerados de Teruel;Acogimientos  Remunerados de Teruel
2021;53CJC;Acogimientos  Remunerados de Zaragoza;Acogimientos  Remunerados de Zaragoza
2021;53CJD;Acogimientos  Remunerados de Gerencia;Acogimientos  Remunerados de Gerencia
2021;53CJE;Prestaciones  Menores de Huesca;Prestaciones  Menores de Huesca
2021;53CJF;Prestaciones  de Menores de Teruel;Prestaciones  de Menores de Teruel
2021;53CJG;Prestaciones  Menores de Zaragoza;Prestaciones  Menores de Zaragoza
2021;53CJH;Ayudas  Urgentes Menores D.88/98  Huesca;Ayudas  Urgentes Menores D.88/98  Huesca
2021;53CJI;Ayudas  Urgentes Menores D.88/98  Teruel;Ayudas  Urgentes Menores D.88/98  Teruel
2021;53CJJ;Ayudas  Urgentes Menores D.88/98  Zarago;Ayudas  Urgentes Menores D.88/98  Zarago
2021;53DAA;Acción Concertada Plz. Inserción Huesca;Acción Concertada Plz. Inserción Huesca
2021;53DHA;Gastos Varios inserción en Gerencia;Gastos Varios inserción en Gerencia
2021;53DIA;Convenios y  Subv. de Inserción Huesca;Convenios y  Subv. de Inserción Huesca
2021;53DIB;Convenios y  Subv. Inserción Teruel;Convenios y  Subv. Inserción Teruel
2021;53DIC;Convenios y  Subv. de Inserción Zaragoza;Convenios y  Subv. de Inserción Zaragoza
2021;53DID;Convenios y  Subv. de Inserción Gerencia;Convenios y  Subv. de Inserción Gerencia
2021;53DIE;Conv.  y  Subv. Programas varios Huesca;Conv.  y  Subv. Programas varios Huesca
2021;53DIF;Con. y Subv. Programas Varios en Teruel;Con. y Subv. Programas Varios en Teruel
2021;53DIG;Conv.  y  Subv. Programas varios Zaragoz;Conv.  y  Subv. Programas varios Zaragoz
2021;53DIH;Conv.  y  Subv. Programas varios Gerenci;Conv.  y  Subv. Programas varios Gerenci
2021;53DJA;Ayudas de Urgencia en  Zaragoza;Ayudas de Urgencia en  Zaragoza
2021;53DJB;Prestaciones de Insercción en  Huesca;Prestaciones de Insercción en  Huesca
2021;53DJC;Prestaciones de Insercción en Teruel;Prestaciones de Insercción en Teruel
2021;53DJD;Prestaciones de Insercción en Zaragoza;Prestaciones de Insercción en Zaragoza
2021;53EIA;Serv. Sociales Entidades Locales Huesca;Serv. Sociales Entidades Locales Huesca
2021;53EIB;Serv. Sociales Entidades Locales Teruel;Serv. Sociales Entidades Locales Teruel
2021;53EIC;Serv. Sociales Entidades Locales Zaragoz;Serv. Sociales Entidades Locales Zaragoz
2021;53EID;Serv. Sociales Entidades Locales Gerenci;Serv. Sociales Entidades Locales Gerenci
2021;53EIE;Servicios Sociales Base  Area deZaragoza;Servicios Sociales Base  Area deZaragoza
2021;53FBA;Residencia  Padre Polanco Orihuela Tre;Residencia  Padre Polanco Orihuela Tre
2021;53GGA;Dirección Provincial de  Huesca;Dirección Provincial de  Huesca
2021;53GGB;Dirección Provincial  de Teruel;Dirección Provincial  de Teruel
2021;53GGC;Dirección Provincial  de Zaragoza;Dirección Provincial  de Zaragoza
2021;53GGD;Gerencia de IASS;Gerencia de IASS
2021;5300;Ingresos Inst. Aragonés Serv. Sociales;Ingresos Inst. Aragonés Serv. Sociales
2021;53000;Ingresos Inst. Aragonés Serv. Sociales;Ingresos Inst. Aragonés Serv. Sociales
2021;5301;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2021;53010;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2021;54;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2021;5400;Ingresos del Inst. Aragonés de la Mujer;Ingresos del Inst. Aragonés de la Mujer
2021;54000;Ingresos del Inst. Aragonés de la Mujer;Ingresos del Inst. Aragonés de la Mujer
2021;5401;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2021;54010;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2021;55;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2021;5500;Ingresos del Inst. Arag. de la Juventud;Ingresos del Inst. Arag. de la Juventud
2021;55000;Ingresos del Inst. Arag. de la Juventud;Ingresos del Inst. Arag. de la Juventud
2021;5501;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2021;55010;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2021;56;Inst.Arag.Enseñanzas Artíst.Superiores;Inst.Arag.Enseñanzas Artíst.Superiores
2021;5600;Ingresos Inst. Ar. Enseñanzas Artíst.Sup;Ingresos Inst. Ar. Enseñanzas Artíst.Sup
2021;56000;Ingresos Inst. Ar. Enseñanzas Artíst.Sup;Ingresos Inst. Ar. Enseñanzas Artíst.Sup
2021;5601;Inst.Arag.Enseñanzas Artíst.Superiores;Inst.Arag.Enseñanzas Artíst.Superiores
2021;56010;Inst.Arag.Enseñanzas Artíst.Superiores;Inst.Arag.Enseñanzas Artíst.Superiores
2021;71;E.P. Aragonesa de Servicios Telemáticos;E.P. Aragonesa de Servicios Telemáticos
2021;7100;Ingresos Aragonesa Servicios Telemáticos;Ingresos Aragonesa Servicios Telemáticos
2021;71000;Ingresos Aragonesa Servicios Telemáticos;Ingresos Aragonesa Servicios Telemáticos
2021;7101;E.P. Aragonesa de Servicios Telemáticos;E.P. Aragonesa de Servicios Telemáticos
2021;7101A;AST - TELECOMUNICACIONES;AST - TELECOMUNICACIONES
2021;71010;E.P. Aragonesa de Servicios Telemáticos;E.P. Aragonesa de Servicios Telemáticos
2021;72;Instituto Aragonés del Agua;Instituto Aragonés del Agua
2021;7200;Ingresos del Instituto Aragonés del Agua;Ingresos del Instituto Aragonés del Agua
2021;72000;Ingresos del Instituto Aragonés del Agua;Ingresos del Instituto Aragonés del Agua
2021;7201;Instituto Aragonés del Agua;Instituto Aragonés del Agua
2021;72010;Instituto Aragonés del Agua;Instituto Aragonés del Agua
2021;73;Instituto Aragonés Ciencias de la Salud;Instituto Aragonés Ciencias de la Salud
2021;7300;Ingresos Inst. Aragonés Ciencias Salud;Ingresos Inst. Aragonés Ciencias Salud
2021;73000;Ingresos Inst. Aragonés Ciencias Salud;Ingresos Inst. Aragonés Ciencias Salud
2021;7301;Instituto Aragonés Ciencias de la Salud;Instituto Aragonés Ciencias de la Salud
2021;73010;Instituto Aragonés Ciencias de la Salud;Instituto Aragonés Ciencias de la Salud
2021;74;Centro Investigación y Tecnol. Agroalim.;Centro Investigación y Tecnol. Agroalim.
2021;7400;Ingresos Centro Invest. y Tecn. Agroalim;Ingresos Centro Invest. y Tecn. Agroalim
2021;74000;Ingresos Centro Invest. y Tecn. Agroalim;Ingresos Centro Invest. y Tecn. Agroalim
2021;7401;Centro Investigación y Tecnol. Agroalim.;Centro Investigación y Tecnol. Agroalim.
2021;74010;Centro Investigación y Tecnol. Agroalim.;Centro Investigación y Tecnol. Agroalim.
2021;75;Instituto Aragonés de Gestión Ambiental;Instituto Aragonés de Gestión Ambiental
2021;7500;Ingresos Inst. Arag. Gestión Ambiental;Ingresos Inst. Arag. Gestión Ambiental
2021;75000;Ingresos Inst. Arag. Gestión Ambiental;Ingresos Inst. Arag. Gestión Ambiental
2021;7501;Instituto Aragonés de Gestión Ambiental;Instituto Aragonés de Gestión Ambiental
2021;75010;Instituto Aragonés de Gestión Ambiental;Instituto Aragonés de Gestión Ambiental
2021;76;E.P. Aragonesa Banco de Sangre y Tejidos;E.P. Aragonesa Banco de Sangre y Tejidos
2021;7600;Ingresos E.P. Banco de Sangre y Tejidos;Ingresos E.P. Banco de Sangre y Tejidos
2021;76000;Ingresos E.P. Banco de Sangre y Tejidos;Ingresos E.P. Banco de Sangre y Tejidos
2021;7601;E.P. Aragonesa Banco de Sangre y Tejidos;E.P. Aragonesa Banco de Sangre y Tejidos
2021;76010;E.P. Aragonesa Banco de Sangre y Tejidos;E.P. Aragonesa Banco de Sangre y Tejidos
2021;77;Agencia de Calidad y Prospectiva Univers;Agencia de Calidad y Prospectiva Univers
2021;7700;Ingresos Ag. Calidad y Prosp. Univ.;Ingresos Ag. Calidad y Prosp. Univ.
2021;77000;Ingresos Ag. Calidad y Prosp. Univ.;Ingresos Ag. Calidad y Prosp. Univ.
2021;7701;Agencia de Calidad y Prospectiva Univers;Agencia de Calidad y Prospectiva Univers
2021;77010;Agencia de Calidad y Prospectiva Univers;Agencia de Calidad y Prospectiva Univers
2021;78;Instituto Aragonés de Fomento;Instituto Aragonés de Fomento
2021;7800;Ingresos del Instituto Aragonés de Fomento;Ingresos del Instituto Aragonés de Fomento
2021;78000;Ingresos del Instituto Aragonés de Fomento;Ingresos del Instituto Aragonés de Fomento
2021;7801;Instituto Aragonés de Fomento;Instituto Aragonés de Fomento
2021;78010;Instituto Aragonés de Fomento;Instituto Aragonés de Fomento
2021;90;No operativa;Consorcio Aragonés Sanitario Alta Resol.
2021;90CS;No operativa;Centros Alta Resolución
2021;90CS2;No operativa;Centro A.R. Pirineos (JACA)
2021;90CS3;No operativa;Centro A.R. Cinco Villas (EJEA)
2021;90CS4;No operativa;Centro A.R. Bajo Cinca (FRAGA)
2021;90CS5;No operativa;Centro A.R. Moncayo (TARAZONA)
2021;9000;No operativa;Ingr. Consorcio Arag. Sanitario Alta Res
2021;90000;No operativa;Ingr. Consorcio Arag. Sanitario Alta Res
2021;9001;No operativa;Consorcio Aragonés Sanitario Alta Resol.
2021;90010;No operativa;Consorcio Aragonés Sanitario Alta Resol.
